id,business_id,name,address,latitude,longitude,stars,mainCategory,generalCategory
804,47WDyaBzlYK24wY1m_XnsA,Congee Phoenix Cuisine,2111 Sheppard Avenue E,43.7752481227,-79.3340937818,3,chinese,East Asian
805,OSqxmZQ3YoDm17KWXEKgew,Dundas Pizza,3088 Dundas Street W,43.6657719,-79.472741,3,pizza,American
806,7zuWSun5F8Jv2N_IFD_ERg,Grappa Ristorante,797 College Street,43.6547102687,-79.4208085465,3.5,italian,Southern European
807,pAIy8b_fW0escRkppyUVEA,Brown Bag Sandwiches,377 Church Street,43.6611762,-79.3789193,4.5,sandwiches,Northern European
808,Lsp3T9b1yodzFCdptZbB4Q,Wendy's,2013D Lawrence Ave W,43.700953,-79.511656,3.5,burgers,American
809,gCbS0X8w7vZ9CLWvMNXocA,Jacques' Bistro Du Parc,126 Cumberland St,43.6700941,-79.3920355,4,french,Western European
810,wo6LUARwQ5sZI-DI9XOdpw,Double Double Pizza & Chicken,2798 Dundas St W,43.6655097,-79.4627296,2,pizza,American
811,3tiEjjBtdfV5_npPNzs0Cg,Dakgogi,5310 Yonge Street,43.7729544,-79.4140463,3.5,korean,East Asian
812,tTGzLJGAceB1-fYjyjo5Eg,Bite Me Grill,730 Danforth Avenue,43.679502,-79.3429197,3,poutine,Canadian
813,NwLIEaqEz-9kcHkseLsfiQ,Mehan Restaurant,398 Church Street,43.6605244,-79.3789268,3.5,indian,South Asian
814,-uy0_2xAj-ocMIUpyRwPjA,El Barrio,234 Augusta Ave,43.6552957,-79.4024791,2.5,tapas,Southern European
815,6cIhp2atp7LSMR5ke9DOHg,Montecito Restaurant,299 Adelaide Street W,43.6474012,-79.390924,3.5,canadian,Canadian
816,yB6EN23QuMuzHyobJ6pBbg,Taco Bell,730 Yonge Street,43.6688603,-79.386331,2.5,mexican,Latin American
817,MInyfmBxVMieJPfMLbvP1g,The Commodore,1265 Queen Street W,43.641518,-79.4311483,4.5,canadian,Canadian
818,yLM3YK6sBM4xXpnF3ayGlw,McDonalds,356 Yonge Street,43.6581832,-79.3820441,3.5,burgers,American
819,T_Vjy4_Z-F0mFQMLRHDTrQ,Jerk King,522 Bloor Street W,43.6653403,-79.4102561,3.5,carribean,African
820,zTJg9_VFyXiQQ0PegucaJg,Golden House,1280 Yonge St,43.6836767,-79.3925313,3.5,chinese,East Asian
821,iqpUIj3nYlZigfojH4bDaA,Swiss Chalet Rotisserie & Grill,900 Don Mills Rd,43.7269871,-79.3414943,3,american,American
822,yQCRlPOYFo_95f1sTyxwHg,Sushi Gen,1502 Yonge Street,43.6888585,-79.3947123,3,sushi,East Asian
823,4z4vQVymdvX696SI0w2k3A,Sicily Pizza,2438 St Clair Ave W,43.6694028,-79.4828954,5,pizza,American
824,C_VoO9M9Kuhn6EObmpvWow,Slab Burgers,47 Charles Street W,43.6681819576,-79.3884232868,3.5,burgers,American
825,RpcERS2lOcIjlGWvn9vJtA,The Construction Site,2200 Yonge St,43.7066550675,-79.3987298012,3.5,sandwiches,Northern European
826,y6ccPZiVqCQkJJ0vWDYKvw,Quiznos Sub,385 The West Mall,43.6417419,-79.5651731,2,sandwiches,Northern European
827,N97-DBkCFBy69maCMkUG1A,Ten Mile Aroma,428 Dundas Street W,43.6537471,-79.3954627,2.5,chinese,East Asian
828,V0eTUwFEIK7aAV_U_OnLEg,CocoaLatte,671 St. Clair Avenue W,43.6816887,-79.4250487,4,sandwiches,Northern European
829,IGePH01LGmub7Au3V-aeuQ,Louisiana Krispy's Chicken,2573 Victoria Park Avenue,43.7740489,-79.3223373,1,cajun/creole,Western European
830,k99J9BJuHeUBNOCxV6D97A,Noble Coffee,1421 Bloor Street W,43.657146264,-79.4478765875,4.5,sandwiches,Northern European
831,NtII1vBcP1CiAs54kY1JQw,Danforth Pizza House,920 Danforth Avenue,43.6803153,-79.3388607,4,pizza,American
832,p0CsAuiW9KCW_ySDNNRW1w,Omonia Restaurant,426 Danforth Avenue,43.6779451384,-79.3509625965,2.5,greek,Southern European
833,EluIN94_26TTrTdtGI2aBQ,Pizza Thick,1026 Queen Street E,43.66143,-79.338442,4,pizza,American
834,IYeVJn_RUfyjxfRpD7QzMw,Sugo Trattoria,582 Church St,43.6668063,-79.3814013,2.5,italian,Southern European
835,826djy6K_9Fp0ptqJ2_Yag,Chipotle Mexican Grill,123 Front St_ Unit 103 and 103-A,43.6448698,-79.3830719,3.5,mexican,Latin American
836,uJTG4mzj2IY0lgNrHJUXXA,Chipotle Mexican Grill,501 Bloor St W,43.6656208,-79.4081282,3.5,mexican,Latin American
837,qRwkGEVwxrqL92rQAAlt8Q,Yeh,1617 Bayview  Avenue,43.7065371,-79.3754464,4.5,canadian,Canadian
838,Fgje0saJKZkCByBMj4SlhA,Mister Frenchy,675 Danforth Avenue,43.6789095,-79.3441877,4,french,Western European
839,uIIq8zs_37yOspXy0nBcew,Little Khao,111 Richmond Street W,43.6503522,-79.3837951,3,thai,Southeast Asian
840,aObwBM6rLOd9gbj36ghwzA,Yung Sing Pastry Shop,22 Baldwin St,43.6561821,-79.3932202,4,chinese,East Asian
841,9pWzjhdrPgsZEmF7-QOaIQ,Tacos 101,101 Dundas Street  E,43.6564404,-79.37684,4,mexican,Latin American
842,4enw_5SjmPuVpxg8MhbPBw,Taco Del Mar,366 Bloor Street East,43.6721196,-79.377898,2.5,mexican,Latin American
843,N5ODTHBMLxTYZndi-ftTFg,Bero restaurant,889 Queen Street E,43.660522,-79.3424116,4.5,spanish,Southern European
844,RS8bUYCttrW7__dy4tDMlg,i Bento,235A College Street,43.6581126,-79.3978769,4.5,japanese,East Asian
845,54wCYFNFs1jh3mx6cS4sSg,Le Pain Quotidien,18 Yorkville Ave,43.671967,-79.3879187,2.5,belgian,Western European
846,d8LRNKz3_Cc5MlEQGWZ5Ag,Upper Crust,1008 Queen Street E,43.6613875,-79.3391867,3,italian,Southern European
847,iZJ5pdY558VodrEumGyVug,Nazareth Bar,969 Bloor Street W,43.6611938,-79.4287374,4,ethiopian,African
848,VEfzBuWTF8wa6jQub5ArMw,Vindaloo Indian Cuisine,2891 Kingston Road,43.7223687,-79.2351807,4.5,indian,South Asian
849,lPaMg95YRXAqiKMsfXsuEA,Carpano,492 College St,43.6562141,-79.4097186,3.5,italian,Southern European
850,_-mGxo3NxooLN7DQWlvTYA,Fiesta India,109 McCaul St,43.6537457,-79.3910348,2.5,indian,South Asian
851,5dSrlAsETYORRe4nYmxDZA,El Taquito,1736 Jane St,43.7044608,-79.5042014,3,mexican,Latin American
852,BQDFlWHyabvHIlx6HGxR3Q,Pantry,1094 Yonge Street,43.6783169543,-79.3901964494,4,american,American
853,14I5aGqNXvHLKSKS8PAV_w,Dough Bakeshop,173 Danforth Avenue,43.6764344,-79.3566296,4,bagels,Central European
854,UCKeRO02Er8AHLWQlQ3IuA,Fahmee Bakery & Jamaican Foods,119 Montezuma Trail,43.8101261,-79.2798044,3.5,carribean,African
855,j29tuUdrfaxmGjwxHdHZPA,Tango Palace Coffee Company,1156 Queen Street E,43.6626113826,-79.3337711275,4.5,sandwiches,Northern European
856,d0hNEjOl56Q8NNnYmdBLQA,Real Thailand Restaurant,350 Bloor St W,43.6666032,-79.404831,3.5,thai,Southeast Asian
857,B70iTJjcPkuYn8ouUewWgw,Gusto 101,101 Portland Street,43.6450021311,-79.400309337,4,italian,Southern European
858,XbAxJ1aisp-Br4wgrP2eXQ,Retro Burger,2420 Eglinton Ave E,43.7324450915,-79.2689967155,4,burgers,American
859,sse9sgcNBnZoBCSSEyzDoQ,Piazza Manna,161 Bay St,43.6464758,-79.3790009,2.5,italian,Southern European
860,1M-oyCcUluxwTid8vbBSdA,M&Y Bakery,3601 Victoria Park Avenue_ Unit 122,43.8034326,-79.335554,4,chinese,East Asian
861,fwMtJhalUmtBZt_K7pzilA,Extreme Burgers,985 Pape Avenue,43.6873559355,-79.3480139226,4,burgers,American
862,PbIjlAXsM99Km2SwrDw4aw,Pizza Nova,526 Church Street,43.6647883,-79.3807374,3,pizza,American
863,kOH7_hNinrKx0v5Qc6Fp4A,Tim Hortons,537 Parliament Street,43.665773,-79.3684189,2.5,sandwiches,Northern European
864,Dj-SKw-awL_g7rHgCbCOew,Popeyes Louisiana Kitchen,523 Danforth Avenue,43.6782397,-79.3482024,2,american,American
865,2b6wzKSliV3hsRkNpHtQOg,Thai Everest,1656 Victoria Park Avenue,43.731522,-79.3054686,2.5,thai,Southeast Asian
866,fGurvC5BdOfd5MIuLUQYVA,Dumpling House Restaurant,328 Spadina Avenue,43.65379,-79.398698,3.5,chinese,East Asian
867,yGV1NHdDOmG93iy6aPpDJw,The Parkdale Drink,1292 Queen Street W,43.6419757,-79.4304835,3,sushi,East Asian
868,Q05j54VUTxVRu29CFpBfKQ,El Pulgarcito,20 Nugget Avenue,43.7926683,-79.2591224,4,salvadoran,Latin American
869,DnjcJblNc5MxwmGNQBg03Q,The Mumbai House,1698 Queen St E,43.6672561,-79.3128805,2.5,indian,South Asian
870,UrOFpcqH8Lixb2hpeJlX2Q,The Signature Kitchen,1524 Danforth Avenue,43.6831128,-79.3248315,4,sushi,East Asian
871,YrT9HFcGCJIEf0dY8-HDEQ,Pho VP,351 Jane Street,43.6573795,-79.4877128,3.5,vietnamese,Southeast Asian
872,ze-xCiBLB-QSfNXHiPY5Qw,L's Chinese Eatery,1734 Lawrence Avenue E,43.7427493,-79.3085766,4,chinese,East Asian
873,etp05l7Tfewp8AOneTcLYg,70 Down,70 Yorkville Avenue,43.6713528,-79.3909664,1.5,tapas,Southern European
874,KS_d3F_eIA6iTo6Wtj2O_w,Smoke's Poutinerie,218 Adelaide Street W,43.6485525,-79.3877564,3.5,poutine,Canadian
875,hRHnzrGCVsHItdSsapkyYg,Koza Kebab & Grill House,Center Point Shopping Mall_ 6464 Yonge Street_ Suite 164A,43.794230278,-79.4201155779,4.5,turkish,Middle Eastern
876,C16ogi6ASv-sQW3SGScmNQ,Tutti Matti Restaurant,364 Adelaide Street W,43.6473981,-79.3939269,3.5,italian,Southern European
877,tz1kE1IBPehYzDg4BtyD1g,The Bulging Burger,2459 Queen Street E,43.6733786205,-79.2836055214,4.5,burgers,American
878,VBMJjX1rPuwVvzTApRJZAA,Hot Pot Restaurant,1545 Eglinton Avenue  W,43.6974669682,-79.4413521141,4.5,carribean,African
879,PZ08ZO0-t2r1qA5WDd6wfA,Honey-Bee Restaurant,2028 Queen Street E,43.6705944,-79.2986461,2,chinese,East Asian
880,IoxLILBKAajE9kY5j8F72g,Tavolino,567 King Street W,43.6444399,-79.3994402,3.5,sandwiches,Northern European
881,9EFl_EUSaW3Qiq-8Hlc92g,Albany Pizza,222 Lansdowne Avenue,43.6490601,-79.4394354,4,pizza,American
882,FUqvrauxIP8bcI2aVeoXdg,Kit Kat Italian Bar & Grill,297 King Street W,43.6463534,-79.3901407,3.5,italian,Southern European
883,OQ9rVtBEFFI4jkdEo9AoRg,Loons Restaurant & Pub,416 Roncesvalles Avenue,43.6517304,-79.4512596,3,american,American
884,aEZ_EoArhpjV2p0q5MXFMA,Onnki Donburi,40 Hayden Street,43.6698371,-79.3846507,4,japanese,East Asian
885,RJxkhoGxTsz545_sTlDdFA,Thai Express,21 St Clair Ave E,43.6881862,-79.3929441,2,thai,Southeast Asian
886,FgHjnpJkCMj62b9P6n7Iig,Ace's Place Bar Grill Hub,113 Guildwood Parkway,43.7472727,-79.1999702,3.5,canadian,Canadian
887,Q3BUdZTMw8KRd-3QYtTyAg,Jetsun's Juicy Burger,5165 Yonge Street,43.7696613,-79.4129003,2.5,burgers,American
888,mYJ9ExVzEGbmayas5DIgKg,South St. Burger,260 King Street E,43.6522098,-79.3668394,3.5,burgers,American
889,QmZLB8eTeQ3e1BnDMan9xg,Wendy's,5095 Yonge Street,43.7686667,-79.4120948,2.5,burgers,American
890,8QwAWJJ1FtICnE266xISMQ,Tzatziki,873 Pape Avenue,43.683965,-79.346677,2,greek,Southern European
891,OJqLCq4_ww7jGxiGnTwC-Q,Pizza Nova,997 Bay St,43.6653215,-79.3871216,4,pizza,American
892,buMP3nR_-EL2ROE7nKMBUg,Wafflian - Belgian Waffle and Cupcake Bar,109 McCaul Street_ Unit 28B,43.6537434,-79.391033,3.5,waffles,Western European
893,HakulcKdPE-RaWCVF1GUKQ,Aberdeen Delicatessen,3250 Midland Avenue,43.8039202,-79.2863821,2,chinese,East Asian
894,LbuG9NOlldEfMkCi9BiVAg,Wide Alley Kitchen,4400 Sheppard Avenue E_ Unit 13,43.78794,-79.269838,3.5,chinese,East Asian
895,tO5Ssb7-hnas2fQQ5bt9IA,New Thai Food,109 McCaul St,43.6537184,-79.3909035,3,thai,Southeast Asian
896,oRy013Ovh_RtEouO-rGX2A,Veggie D'Light,160 Baldwin Street_ Unit 3,43.6550705,-79.399633,4.5,carribean,African
897,UP7ejOl-PQyWZ9iFRQD8Xw,Il Fornello,576 Danforth Ave,43.678689,-79.3468687,3.5,italian,Southern European
898,TR0-w6VoZDAdvFQiq7P2Ug,Millie Creperie,161 Baldwin Street,43.6549488111,-79.3996712565,4,japanese,East Asian
899,vlLM5FWRWu8uds-5y52y4Q,Seoul Food Co,1 Baldwin Street,43.6562331,-79.3923185,1.5,korean,East Asian
900,9xenMRZ6E4c-RzzWSsG5AQ,Porta Nova Restaurant,211 Geary Avenue,43.6694770941,-79.4382876903,4,portuguese,Southern European
901,j4C0NelU_RzYMz0jXS-lMg,Pizzaiolo,698 Queen St E,43.659037,-79.350201,2.5,pizza,American
902,jq1cO9G62R-CaL6Jq0BcCg,Swiss Chalet Rotisserie & Grill,2201 Finch Ave West_ Unit 20,43.7521872,-79.5367103,4,american,American
903,NYj4iiRyQulshoafgujiSQ,New Bilan Restaurant,183 Dundas Street E,43.6570079,-79.37405,4.5,chinese,East Asian
904,j_hB9Gt3VMJAbA2JyvyFjw,Wish,3 Charles Street E,43.6685826,-79.3857446,3,canadian,Canadian
905,V9qjoWogqqMWvFFpuASRYw,Evviva Breakfast & Lunch - Downtown Toronto,25 Lower Simcoe,43.641602,-79.383301,3.5,sandwiches,Northern European
906,fwuWrhPXTrEh1qHWoi_xSw,The Little House Kebobs,357 Yonge Street,43.6580518,-79.3815125,4.5,persian/iranian,Middle Eastern
907,i-Mn8RJw5xUkITQBVvcKcQ,Sofia,99 Yorkville Ave,43.6706375,-79.3918846,3.5,italian,Southern European
908,zJZeptwvn5Cx9xp3uoQaNA,pico de gallo,214 Augusta Ave,43.6547751,-79.4022052,3.5,mexican,Latin American
909,ZdaZwXC0FByDY3EwNELphw,Union,72A Ossington Avenue,43.6458334,-79.4195681,4,french,Western European
910,aTvzqD5Kot4vp3vOnDyrTw,Messini Authentic Gyros Yonge Eglinton,2311 Yonge Street,43.7078026,-79.3985359,3.5,greek,Southern European
911,1y55p5EUl23naNsoC0clvg,Gino's Pizza,869 Queen Street W_ Apartment 212,43.6456599,-79.4115779,2,pizza,American
912,33IS-0QBNwRC8cXnHABpbg,Bent,777 Dundas Street W,43.6519405,-79.4073171,3.5,canadian,Canadian
913,laGCcj3wFTYrIpE5GH7T0g,Burrito Boyz,120 Peter Street,43.6480131,-79.3931822,4,tex-mex,Latin American
914,OACjhgf8nnYGzFnOhA7uhg,Macho Tex Mex Radio Bar,92 Fort York Boulevard,43.6399472704,-79.3973441049,3.5,mexican,Latin American
915,GGefrny_-2EBZx4SJBBWWg,Tim Hortons,56 Wellesley Street W,43.6646458919,-79.3876799363,1.5,donuts,American
916,YicI6Q2bPIEHoOD3iA4-XA,JAMcafé,195 Carlton Street,43.6636079,-79.3706368,4,french,Western European
917,Rp7ABbhY8kUpgwrzJADnqw,Tim Horton's,2245 Yonge Street,43.7063824,-79.3978284,2.5,sandwiches,Northern European
918,K0gZ9EQrzbVY_S8eY2GNsw,Yianni's Kitchen,93 Front St E,43.6490516,-79.3717741,3.5,greek,Southern European
919,n5boo_3RYE20wWnvH8EQ1A,Island of Tinos,2459 Queen Street E,43.6734607,-79.2835275,4,greek,Southern European
920,nuNraiaIluYc9vDZg7XfRA,Naan and Kabob,300 Borough Drive,43.775038,-79.25738,3.5,afghan,Multicultural
921,-Z358O0-8eH0sgSjKINvMA,BarBurrito - Dufferin Mall,900 Dufferin St,43.6562242,-79.4355773,3,mexican,Latin American
922,c1_adyjYG6JEa1PZAXMOBg,Karaikudi,1225 Kennedy Road,43.7561791,-79.2751536,3.5,indian,South Asian
923,ZBFfY_WLbp19sADTZ_LRMg,Mad Mexican,383 Jane Street,43.6577905,-79.4878006,4,mexican,Latin American
924,FoYmJzg64zEhCRNdjCyQLw,Sweetpepper,895 Bay Street,43.6631782,-79.3863982,3,sandwiches,Northern European
925,JWGY2jP95A_AbmdSs6U28Q,Roll & Roll,1992 Yonge Street,43.7002649708,-79.3970128521,5,japanese,East Asian
926,hcHaWzM5wfdAbCWs4zmmqg,Nodo,2885 Dundas Street W,43.665338399,-79.4656616449,4,italian,Southern European
927,IYO3ngRTiHyvVyMdzyb26A,Zorba's Home-Made Greek Food,681 Danforth Avenue,43.6789584,-79.3440418,3.5,greek,Southern European
928,Q_Iia5C2quTUVfE5_8jObw,The Royal Chinese Restaurant,3587 Sheppard Avenue E,43.780344,-79.298788,3.5,chinese,East Asian
929,rAVE9TFlvWqaxi4JU6susw,Village of Punjab: Sweet and Restaurant,1515 Birchmount Road,43.758688,-79.2889502,2,indian,South Asian
930,oDdJD8mwqCtR1tOP4EvqgQ,New Thai Restaurant,81 Street Clair Avenue E,43.6885647,-79.390651,4,thai,Southeast Asian
931,tm-0kaz3A2DN6HdRcPwBzw,Julie's Cuban Restaurant,202 Dovercourt Road,43.6469601,-79.4240341,3.5,cuban,Latin American
932,WP1e-VmnTW2K0A9dMCF10g,Canis,746 Queen Street W,43.6460933597,-79.4101145473,4.5,canadian,Canadian
933,DfLF3QDZq2RA-8J3Adrxhg,Gabby's Food and Fuel,2076 Queen St. E.,43.6709549,-79.2966801,3.5,canadian,Canadian
934,BfE8TnYa_LI1PyNSgs_v_g,D.W. Alexander,19 Church Street,43.647989,-79.373396,3.5,tapas,Southern European
935,xjGmzH-oGoaoIMB4iDhSFA,Best Istanbul Kebab Doner Pide,2762 Keele Street,43.7267230644,-79.4821719825,4,turkish,Middle Eastern
936,k-PxUoiqD-jxtBOdQ1kF0A,Pizza Depot,2060 Ellesmere Rd,43.776287,-79.23441,2.5,pizza,American
937,jo4KmAqlZ7vxjHIP7IIkAw,Café La Gaffe,24 Baldwin Street,43.6562183,-79.3932983,3.5,french,Western European
938,BcNOsQA871J2xd5ZemS3WA,Yogoberri,6070 Yonge Street,43.7905111,-79.4187394,3,korean,East Asian
939,NqNbndCn38sDawA0dlpk7A,Burger King,106 Front Street E,43.6498810602,-79.3708035644,2,burgers,American
940,q_8XJkJ3U7-pRUU-Ga61uA,Bikkuri Japanese,404 College Street,43.6568494,-79.4061167,3,japanese,East Asian
941,JDHw4ADjfnhfnILP1FoL1Q,Ichimi Sushi,66 Edward Street,43.6567548,-79.3837248,2.5,sushi,East Asian
942,e5-fDENYpBTNwX6cHFS3Ag,Casa Maroc,1943 Avenue Road,43.7339729,-79.4195399,3.5,moroccan,African
943,VKSQmqWfEJF_mD_aivnv1w,Garden Gangsters,12 Market Street,43.6484998,-79.3721374,3,salads,Southern European
944,flpTBKlqPEdyd7gLYurKgA,The Anne Boleyn,287 Richmond Street W,43.6485946,-79.3926332,4,british,Northern European
945,XLc5WIzafCocqsycQhvEPw,Goods & Provisions,1124 Queen Street E,43.6622969,-79.3351969,4,french,Western European
946,xs83mUKES48MPasGXwg-Rg,Famous BBQ Express,385 Queen Street W,43.6491857,-79.39415,4,barbeque,American
947,ryEwIARbKHvb0lCkAam8dQ,Sud Forno,132 Yonge Street,43.6509163401,-79.3787852302,3.5,italian,Southern European
948,s0AN4xiwAnOUh3xrjVH41Q,Kanga Pies,199 Bay Street_ Suite C-142,43.648149,-79.379508,3.5,australian,Multicultural
949,UKRuyeUCT4Z10AvTlB9MkQ,Wendy's,475 Yonge St,43.6628069244,-79.3834680305,3,burgers,American
950,I19KjkRDk4oJ8J2a9Ur2FA,Gordo EX Cafe,1048 Bathurst Street,43.6722312,-79.4143193,4,venezuelan,Latin American
951,uPa5hrWmHm0n1l4MSyVMGQ,Aloette,163 Spadina Avenue_ 1st Floor,43.6485391,-79.3959372,4.5,french,Western European
952,oMcKvfNGX2HleFxYg1VGqg,Buonanotte,19 Mercer Street,43.6455392,-79.3906715,2.5,italian,Southern European
953,1UV-aVwRPCGgg5R-HAS6vA,Sushi Ocean,1010 Eglinton Avenue W,43.7003236,-79.4298279,3,japanese,East Asian
954,n2BKYb8aw4AhRKLkdUjQRg,Steak & Cheese & Quick Pita Restaurant,199 College St,43.6586831,-79.3950713,2.5,sandwiches,Northern European
955,kNzU-4X8JMRvFdBpRX5NRw,Parsa Persian Cuisine,6087 Yonge Street,43.7904121,-79.4181769,2.5,persian/iranian,Middle Eastern
956,rWxAgLSI0Sk1MCpQGd5HDQ,Ichiban Sushi,2250 Queen Street E,43.672951,-79.2867193,4,sushi,East Asian
957,Tn8O4tv1U-n0PRC8kbJJPg,Nguyen Huong Food,322 Spadina Avenue,43.6536857,-79.3986069,4,vietnamese,Southeast Asian
958,cen0cy8yRG4DQSR_8xcupQ,Falafel World,2396 Bloor Street W,43.6498611953,-79.4826032879,4,falafel,Middle Eastern
959,Fl2yDmC0B0TTVsNixxVXfA,The Emerson,1279 Bloor Street W,43.6583531,-79.4420032502,4,canadian,Canadian
960,Kpp1-MeFvYMhAKskp-Ke1Q,The Goodman Pub & Kitchen,207 Queens Quay W,43.6391041993,-79.3802462783,2.5,american,American
961,cXjnotNqhUcAxoSIohPDxA,Slice of the Mediterranean,171 Dundas Street W_ Unit 2,43.6551752,-79.3862686,3.5,pizza,American
962,Db7rYJ8iDo-oE1Ich5Vxdw,Simit & Chai,787 King Street W,43.6429732,-79.4066583,4,sandwiches,Northern European
963,zWgoKXfq75Zhm8qcu4xPNQ,Euro Bite,582 Parliament Street,43.6677846,-79.3697286,4.5,sandwiches,Northern European
964,KQEuEJ80wwPqhRNSI3em4A,Kinnaree Thai,80 Ellesmere Road,43.7593329,-79.3109158,3.5,thai,Southeast Asian
965,jemdJGfzecsGq32yuTnaYQ,Pita Ikram,1118 Finch Avenue,43.7676542,-79.4749394,3,falafel,Middle Eastern
966,fDkQcos3MqqCYGWfl64iiA,Mistura Restaurant,265 Davenport Road,43.6742947,-79.3982251,3.5,italian,Southern European
967,3FyoKvUGfKSIun6ZvrEhWQ,Tournesol Bistro,406 Dupont St,43.6739948,-79.4114801,4,french,Western European
968,WwSwuMu_menj4BzTdrKUdQ,Rocco Restaurant & Bar,2083 Lake Shore Boulevard W,43.6300129,-79.4774528,4,italian,Southern European
969,UvddiOxKjefSvLF0Xp2TDg,Sandwich Box,1200 Bay Street,43.6699514554,-79.3897712231,3.5,sandwiches,Northern European
970,ow3oP3cfmhlfmSsGaXe25Q,Destingo,741 Queen Street W,43.6465726,-79.4070247,3,italian,Southern European
971,j4qZTfkB3eWpvOv2FXtzeQ,Subway,2575 Danforth Avenue_ Unit 4,43.68804,-79.3006319,2,sandwiches,Northern European
972,QkVDxEo5-_3EScH0cXKDfQ,KIBO Sushi & Tapas,701 Saint Clair Avenue W,43.6812098,-79.4264768,4,sushi,East Asian
973,tmxFZfbJO0ZF7oYm2B3VMg,Cha Me Cha,5369 Yonge Street,43.7755208,-79.4143877,2.5,taiwanese,East Asian
974,DkBer3JjUGfKEsZCLtfgvA,Crave Healthy Habits,TD Centre Food Hall_ 100 Wellington Street W,43.6471768,-79.3815764,3.5,salads,Southern European
975,GQfJw7wlzcdBc99qukrT7w,Grabba Pizza,2428 Islington Avenue,43.7238192,-79.5596964,3,pizza,American
976,M6KM77IZG9MWxV8_036iUQ,The Alamo,5025 Steeles Avenue W,43.7699087,-79.5478701,3.5,tex-mex,Latin American
977,tisVBZM6OFh1ih4x6rGtDw,Garden Gate Restaurant,2379 Queen Street E,43.6724986,-79.2873733,3,chinese,East Asian
978,CPVCdsx8deq0EHXKbMajBw,Subway,717 Bay Street,43.6588362,-79.3846555,2.5,sandwiches,Northern European
979,Koigz4oP9YnHlPhBhqXCxA,New Dynasty Bakery,4002 Sheppard Avenue E_ Unit 106,43.7836563,-79.2879344,2,chinese,East Asian
980,EsUtyYz5_3wYAhPROK3GCw,Flock,67 Richmond Street W,43.6509528464,-79.3819611534,4,salads,Southern European
981,CvQf21Vfm3RD6L5iHZojCw,Gonoe Sushi,262 Queens Quay W_ Unit 5,43.6392105337,-79.3858777522,3.5,japanese,East Asian
982,tCJjzxEcTWwdqIpIvZEP-g,Yummy House,234 Jones Avenue,43.6695363,-79.3358756,4,chinese,East Asian
983,deipWwvNQm5DMmfpq9tNoA,Sawasdee Thai Cuisine,895 Yonge Street,43.6746803,-79.3883998,4,thai,Southeast Asian
984,dE6Fv16voV-4s730fTv_AA,The Paddock Tavern,178 Bathurst Street,43.6468318,-79.4042451,3,canadian,Canadian
985,HroRqAmZWXywHNUCRsaQeg,Spring Rolls,85 Front Street E,43.6489897,-79.3723536,3,thai,Southeast Asian
986,9xTx4vWlL2kkhUqNE4QaaQ,Keeffaa Coffee,368 Queen Street E,43.6559016,-79.3637686,4.5,ethiopian,African
987,SxjNgkzAlUG-wt2rSbc2HQ,New Ho King,410 Spadina Ave,43.6561548,-79.3996914,2.5,chinese,East Asian
988,k8vdpo7cRgg4CtRcxYEfrw,The Green Wood,1402 Queen Street E,43.6647558,-79.3242952,4,canadian,Canadian
989,tFDdPju7scd9hiKzMV7fWg,LA Soft Tofu and Real BBQ,606 Bloor St W,43.6647822,-79.4133806,2.5,korean,East Asian
990,AcCrkVSrZ9qShuPhXYDgGQ,Home Feel Seafood Chinese Restaurant,3453 Victoria Park Avenue,43.798524431,-79.3336882442,2.5,chinese,East Asian
991,UchCwo9USi1ZBSI3RTgy7w,Buddha Chay,1784 Jane Street,43.7061677,-79.5051206,4.5,vietnamese,Southeast Asian
992,CotnZvwxCubcWqsG2hK0gw,Perla Restaurant,539 College St,43.6554828,-79.4115051,3.5,portuguese,Southern European
993,Gl6xFX8vM5dqknF9azPCMQ,The Keg Steakhouse + Bar - Esplanade,26 The Esplanade,43.6466444346,-79.374950318,4,steakhouse,American
994,y6rN3pUCfOkq41_m3Bk2nw,Brownes Bistro,4 Woodlawn Avenue W,43.6841148,-79.3921939,3.5,french,Western European
995,amsvLzfEvCzLwP0MnXAJ1w,King Slice,1598 Bloor St W,43.6559437,-79.4549508,3.5,pizza,American
996,27vF5LESbv4kFQfHZUDCnw,The Tempered Room,1374 Queen Street W,43.641465,-79.433149,4,french,Western European
997,G3JEEOyJJDjERPubHNbiZg,Sushi Friends,397 Danforth Avenue,43.6775022,-79.3515315,3,sushi,East Asian
998,z5ilKN0dw-q6GL5ha8jkJg,Kujira Japanese Cuisine,12 Cumberland Street,43.671077,-79.3879681,4,japanese,East Asian
999,K6MBwTYeuLH0VsTVCLVgxg,MEXITACO,1109 Victoria Park Avenue,43.7086181,-79.2956833,4,mexican,Latin American
1000,SucJwTrxbA0ko8V0HddGzg,Thai Chef Cuisine,233 Roncesvalles Avenue,43.6462214,-79.448585,3.5,thai,Southeast Asian
1001,X3UyZfplYAXdSJpWPaxUIA,Panino Cappuccino,3218 Weston Road,43.7385323,-79.539985,4.5,italian,Southern European
1002,WRPlRsDK47DFl3dz65zhYg,Pinky's Ca Phe,53 Clinton Street,43.6557045378,-79.413819664,4,vietnamese,Southeast Asian
1003,NyRW4zMOvTBXo_RBUboOtg,Thai Bowl,444 Yonge St,43.660699,-79.3835531,2,thai,Southeast Asian
